-e 5	10	2.6	100.0	10276	9937	96.70	449.36	770.08	26.01	2585	123120
-e 5	10	9.9	100.0	9468	9286	98.08	454.72	466.93	12.61	1171	55964
-e 5	10	1.3	100.0	10314	9968	96.65	444.97	763.89	23.84	2376	113432
-e 5	10	2.6	100.0	9405	9058	96.31	409.58	632.63	43.77	3965	188540
-e 5	10	9.9	100.0	7579	7352	97.00	359.65	417.39	26.74	1966	93708
-e 5	10	1.3	100.0	11650	11426	98.08	510.13	558.22	23.36	2669	127552
-e 5	10	2.6	100.0	8165	7771	95.17	351.35	890.14	42.16	3276	156172
-e 5	10	9.9	100.0	9516	9411	98.90	460.87	404.93	12.81	1206	57636
-e 5	10	1.3	100.0	7812	7587	97.12	338.71	839.02	39.82	3021	143924









-e 25	10	2.6	100.0	8978	8604	95.83	389.18	571.95	49.16	4230	201316
-e 25	10	9.9	100.0	9104	8884	97.58	434.98	463.45	27.18	2415	114980
-e 25	10	1.3	100.0	7622	7193	94.37	321.07	738.67	55.33	3980	189384
-e 25	10	2.6	100.0	7913	7660	96.80	346.06	830.17	61.63	4721	224820
-e 25	10	9.9	100.0	8707	8514	97.78	416.80	275.71	27.93	2378	113520
-e 25	10	1.3	100.0	7086	6839	96.51	305.11	670.56	58.99	4034	192360
-e 25	10	2.6	100.0	8846	8517	96.28	385.19	542.14	52.31	4455	212180
-e 25	10	9.9	100.0	7253	7067	97.44	345.93	492.24	34.63	2447	116732
-e 25	10	1.3	100.0	9827	9486	96.53	423.45	659.89	31.86	3022	144100
