-e 5	10	2.6	100.0	9975	9727	97.51	455.93	847.68	8.14	792	158196
-e 5	10	9.9	100.0	10074	9935	98.62	504.18	347.58	7.88	783	147420
-e 5	10	1.3	100.0	11002	10751	97.72	497.47	692.70	7.31	786	152148
-e 5	10	2.6	100.0	9830	9568	97.33	448.61	420.13	8.28	792	155940
-e 5	10	9.9	100.0	8248	8047	97.56	408.29	279.18	9.35	752	151300
-e 5	10	1.3	100.0	11272	11052	98.05	511.52	712.75	7.90	873	163944
-e 5	10	2.6	100.0	9044	8755	96.80	410.32	677.88	9.61	841	153032
-e 5	10	9.9	100.0	10285	10137	98.56	514.31	314.41	8.76	888	167196
-e 5	10	1.3	100.0	8237	8006	97.20	370.28	695.72	11.73	939	169212









-e 25	10	2.6	100.0	10129	9797	96.72	459.09	448.95	8.00	784	156236
-e 25	10	9.9	100.0	9808	9700	98.90	492.19	349.92	8.74	848	163756
-e 25	10	1.3	100.0	8390	8205	97.79	379.43	378.35	9.45	775	156008
-e 25	10	2.6	100.0	9204	8918	96.89	417.77	559.86	8.79	784	155204
-e 25	10	9.9	100.0	9274	9174	98.92	465.19	259.39	8.64	793	155408
-e 25	10	1.3	100.0	8626	8359	96.90	386.86	572.77	9.01	753	144144
-e 25	10	2.6	100.0	9431	9195	97.50	431.02	276.31	8.84	813	163524
-e 25	10	9.9	100.0	9067	8807	97.13	446.90	391.91	8.57	755	146872
-e 25	10	1.3	100.0	10941	10725	98.03	496.33	499.03	8.07	865	163016
