-e 5	10	2.6	100.0	7396	7070	95.59	318.67	1898.89	93.71	6625	374852
-e 5	10	1.2	100.0	8274	7973	96.36	354.73	1564.35	84.94	6772	381276
-e 5	10	1.3	99.8	6152	5875	95.50	261.42	1727.09	169.00	9929	582804
-e 5	10	2.6	100.0	7535	7218	95.79	325.22	1566.64	115.66	8348	473688
-e 5	10	1.2	100.0	7893	7577	96.00	337.24	1396.84	102.35	7755	432980
-e 5	10	1.3	100.0	7168	6960	97.10	309.71	1671.21	153.84	10707	627396
-e 5	10	2.6	100.0	8288	7928	95.66	357.50	1322.38	104.54	8288	478508
-e 5	10	1.2	100.0	7576	7296	96.30	324.34	1688.57	111.76	8154	465414
-e 5	10	1.3	100.0	6707	6395	95.35	284.12	1580.69	158.64	10145	581936
-e 25	10	2.6	99.9	7886	7607	96.46	343.15	1434.43	112.46	8555	479528
-e 25	10	1.2	100.0	7317	7020	95.94	312.10	1283.62	154.17	10823	604192
-e 25	10	1.3	100.0	6855	6617	96.53	293.96	1519.99	178.84	11834	673876
-e 25	10	2.6	99.8	7804	7478	95.82	337.64	1257.91	143.71	10747	611784
-e 25	10	1.2	100.0	7473	7156	95.76	318.26	1400.61	166.91	11944	652696
-e 25	10	1.3	99.9	5890	5647	95.87	251.22	1987.37	318.22	17970	1052712
-e 25	10	2.6	100.0	7959	7643	96.03	344.63	1221.91	153.53	11734	669324
-e 25	10	1.2	99.9	7241	6884	95.07	306.58	1359.07	220.58	15185	870954
-e 25	10	1.3	100.0	6001	5675	94.57	251.78	1728.93	328.53	18644	1065196
-e 25	10	2.6	99.9	7886	7607	96.46	343.15	1434.43	112.46	8555	479528
-e 25	10	1.2	100.0	7317	7020	95.94	312.10	1283.62	154.17	10823	604192
-e 25	10	1.3	100.0	6855	6617	96.53	293.96	1519.99	178.84	11834	673876
-e 25	10	2.6	99.8	7804	7478	95.82	337.64	1257.91	143.71	10747	611784
-e 25	10	1.2	100.0	7473	7156	95.76	318.26	1400.61	166.91	11944	652696
-e 25	10	1.3	99.9	5890	5647	95.87	251.22	1987.37	318.22	17970	1052712
-e 25	10	2.6	100.0	7959	7643	96.03	344.63	1221.91	153.53	11734	669324
-e 25	10	1.2	99.9	7241	6884	95.07	306.58	1359.07	220.58	15185	870954
-e 25	10	1.3	100.0	6001	5675	94.57	251.78	1728.93	328.53	18644	1065196
